created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_name,followers_count,friends_count,hashtags,user_mentions,place
Fri Jun 18 18:15:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181817,0.5022727272727273,en,3.0,1.0,I Am Not Your Negro,inguquko1652,908,1186,[],"[{'screen_name': 'Artemis2030', 'name': 'Artemis 2030 🇦🇺', 'id': 1327857595558756352, 'id_str': '1327857595558756352', 'indices': [3, 15]}]",
Fri Jun 18 18:15:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",0.14017857142857143,0.5526785714285715,en,184.0,38.0,Larry Garfield,Crell,11193,182,"[{'text': 'COVID19', 'indices': [55, 63]}]","[{'screen_name': 'NathanStall', 'name': 'Nathan Stall', 'id': 936078120, 'id_str': '936078120', 'indices': [3, 15]}]","Chicago, USA"
Fri Jun 18 18:15:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#COVID19 has affected us all – today, Friday 18 June, is #Red4Research, acknowledging the incredible #research teams, and participants, collectively working to develop new #diagnostics, #treatments, and vaccines for #COVID19. @NHSRDForum  https://t.co/fJqWrXjF8s https://t.co/1PogEtBoKZ",0.5181818181818182,0.6772727272727272,en,19.0,13.0,Dr Gordon Hill,GordonHill1,1920,2344,"[{'text': 'COVID19', 'indices': [21, 29]}, {'text': 'Red4Research', 'indices': [78, 91]}, {'text': 'research', 'indices': [122, 131]}]","[{'screen_name': 'NHSResearchScot', 'name': 'NHS Research Scotland', 'id': 804250604, 'id_str': '804250604', 'indices': [3, 19]}]","Edinburgh, UK"
Fri Jun 18 18:15:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181817,0.5022727272727273,en,5.0,2.0,Johnny,Johnnyredtales,589,1264,[],"[{'screen_name': 'Artemis2030', 'name': 'Artemis 2030 🇦🇺', 'id': 1327857595558756352, 'id_str': '1327857595558756352', 'indices': [3, 15]}]",UK
Fri Jun 18 18:15:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,555.0,619.0,সাকীর,shakolantern_,95,238,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]","Mississauga, Ontario"
Fri Jun 18 18:15:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,705.0,229.0,Gina,chefgina1,325,607,"[{'text': 'WeCanDoThis', 'indices': [44, 56]}, {'text': 'COVID19', 'indices': [121, 129]}]","[{'screen_name': 'CDCDirector', 'name': 'Rochelle Walensky, MD, MPH', 'id': 426909329, 'id_str': '426909329', 'indices': [3, 15]}]",
Fri Jun 18 18:15:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,17.0,14.0,Steve Haag Sports,STEVEHAAGSPORT,3339,2502,"[{'text': 'COVID19', 'indices': [44, 52]}, {'text': 'CoronaVirusSA', 'indices': [80, 94]}]","[{'screen_name': 'HealthZA', 'name': 'Department of Health', 'id': 240605588, 'id_str': '240605588', 'indices': [3, 12]}]",SOUTH AFRICA
Fri Jun 18 18:15:50 +0000 2021,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",0.14017857142857143,0.5526785714285715,en,184.0,39.0,Shaun,theshaunwalker,307,118,"[{'text': 'COVID19', 'indices': [55, 63]}]","[{'screen_name': 'NathanStall', 'name': 'Nathan Stall', 'id': 936078120, 'id_str': '936078120', 'indices': [3, 15]}]","York, England"
Fri Jun 18 18:15:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🔥 The delta variant is spreading rapidly. Anyone that is NOT fully vaccinated is at risk— more than half of the country is at risk

Let that sink in.

To find a #COVID19 vaccine near you:  
🔍 Search https://t.co/xiVjjfCwT1  
📱Text your ZIP code to 438829  
📞 Call 800-232-0233",0.14444444444444446,0.35555555555555557,en,14.0,23.0,Eliza,Ebits_la,45,233,[],"[{'screen_name': 'DataDrivenMD', 'name': 'Jorge A. Caballero, MD', 'id': 738806388, 'id_str': '738806388', 'indices': [3, 16]}]",United States
Fri Jun 18 18:15:59 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As @MonicaGandhi9 likes to say, the vaccines have 'defanged' the virus in #Chicago. We are now averaging less than 60 cases/day, with a positivity rate of .7% - and dropping. #Covid19",-0.16666666666666666,0.06666666666666667,en,6.0,1.0,Pandemic recovery enthusiast,HalfaxNew,117,293,"[{'text': 'Chicago', 'indices': [92, 100]}]","[{'screen_name': 'BizzleScott2', 'name': 'People are starting to notice.', 'id': 1337187380294541312, 'id_str': '1337187380294541312', 'indices': [3, 16]}, {'screen_name': 'MonicaGandhi9', 'name': 'Monica Gandhi MD, MPH', 'id': 1255393579507351554, 'id_str': '1255393579507351554', 'indices': [21, 35]}]",
Fri Jun 18 18:16:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,237.0,111.0,Lorraine Windmill,MrsWindmill,23,199,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",Bristol
Fri Jun 18 18:16:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,555.0,619.0,Xavier,xavierdollza,83,60,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]",
Fri Jun 18 18:16:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🙏 @FAO welcomes a CAD 22.4 million (USD 17.7 million) contribution from Canada🇨🇦 to boost the food security and livelihoods of vulnerable communities reeling from the impacts of #COVID19 in nine countries across Africa &amp; Latin America.

More: https://t.co/wly9gCNy1Z https://t.co/kOxXq7zreJ",0.0,0.5,en,13.0,11.0,Anna Ricoy,AnnaRicoyFAO,301,139,[],"[{'screen_name': 'FAOnews', 'name': 'FAO Newsroom', 'id': 994571434382053376, 'id_str': '994571434382053376', 'indices': [3, 11]}, {'screen_name': 'FAO', 'name': 'FAO', 'id': 19649135, 'id_str': '19649135', 'indices': [15, 19]}]",Santiago de Chile
Fri Jun 18 18:16:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1/5 Canada’s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion. https://t.co/ienLyI1bkR,0.25,0.41111111111111115,en,37.0,25.0,SooGirl,SooGirl4,72,131,[],"[{'screen_name': 'GovCanHealth', 'name': 'Health Canada and PHAC', 'id': 36375825, 'id_str': '36375825', 'indices': [3, 16]}]",
Fri Jun 18 18:16:20 +0000 2021,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",1/5 Canada’s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion. https://t.co/ienLyI1bkR,0.25,0.41111111111111115,en,37.0,26.0,FJ Newman,fj_newman,1585,843,[],"[{'screen_name': 'GovCanHealth', 'name': 'Health Canada and PHAC', 'id': 36375825, 'id_str': '36375825', 'indices': [3, 16]}]","Hyattsville, MD"
Fri Jun 18 18:16:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,239.0,112.0,Ofer N #SaveSheikhJarah Universal Basic Income,ofer_n,2045,1932,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",Earth
Fri Jun 18 18:16:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,🇮🇳 Vinay VS 🙈🙉🙊,VinayShindeBlr,518,2947,"[{'text': 'WHO', 'indices': [0, 4]}, {'text': 'Covid19', 'indices': [13, 21]}, {'text': 'MautKeSaudagar', 'indices': [29, 44]}, {'text': 'COVID19', 'indices': [45, 53]}]",[],Planet Earth
Fri Jun 18 18:16:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Israel is helping save Palestinian lives.

While the Palestinian Authority has full responsibility for Palestinian healthcare in the West Bank and Gaza under the 1995 Oslo II Accords, Israel is sending more than 1 million vaccine doses to help it fight #COVID19.

#ThisIsIsrael",0.425,0.525,en,60.0,18.0,king wan mohd rozimy,herohatta,129,2220,[],"[{'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [3, 9]}]",
Fri Jun 18 18:16:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,27.0,11.0,Vaccinate4Love,Vaccinate4Love,39,49,"[{'text': 'COVID19', 'indices': [27, 35]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [66, 73]}]",
Fri Jun 18 18:16:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",0.5,0.5,en,412.0,171.0,Rudolf Gottfried,RudolfGottfried,273,1478,"[{'text': 'COVID19', 'indices': [64, 72]}]","[{'screen_name': 'IsraelMFA', 'name': 'Israel Foreign Ministry', 'id': 85796380, 'id_str': '85796380', 'indices': [3, 13]}]","Leipzig, Germany"
Fri Jun 18 18:16:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#China has administered 94.5 crore #COVID19 vaccines so far compared to India at 26 crores.

43% of Chinese got at least a single dose while only 15% got the same in India.

China got no vaccine guru. https://t.co/qtLBbJk32a",-0.04523809523809524,0.456547619047619,en,160.0,51.0,Evidence based Medicine,DrNancyMalik,4220,1004,"[{'text': 'China', 'indices': [15, 21]}, {'text': 'COVID19', 'indices': [50, 58]}]","[{'screen_name': 'RijoMJohn', 'name': 'Rijo M John, PhD', 'id': 587800768, 'id_str': '587800768', 'indices': [3, 13]}]","Gurgaon, India"
Fri Jun 18 18:16:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",0.13333333333333333,0.45555555555555555,en,240.0,113.0,michael kerton,michaelkerton,44,40,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",Canterbury
Fri Jun 18 18:16:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,Pune Vaccine Updater,PuneUpdater,88,0,[],[],
Fri Jun 18 18:16:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,Pune Vaccine Updater,PuneUpdater,88,0,[],[],
Fri Jun 18 18:16:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","In 2020, @ALIMA_ORG distributed 635 oxygen concentrators, 454 pulse oximeters, &amp; 330,000 masks throughout 12 West African countries. Learn more about ALIMA's #COVID19 response in #Africa: https://t.co/e8yyxcTVjB",0.25,0.25,en,3.0,2.0,Sarah C Kiyemba,sckiyemba,80,123,[],"[{'screen_name': 'ELMAPhilanthro', 'name': 'ELMA Philanthropies', 'id': 1890901944, 'id_str': '1890901944', 'indices': [3, 18]}, {'screen_name': 'ALIMA_ORG', 'name': 'ALIMA', 'id': 819116890278817793, 'id_str': '819116890278817793', 'indices': [29, 39]}]",Uganda
Fri Jun 18 18:16:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Waiting for the Israeli asshole of a journalist @BarakRavid to tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians and making the covid19 crises far worse, leading to more Palestinian deaths. This is Israel.",-0.125,0.725,en,17.0,12.0,يزن الصاحب,yazanalsaheb,509,2137,[],"[{'screen_name': 'itranslate123', 'name': 'Refaat🇵🇸', 'id': 1267418873177034753, 'id_str': '1267418873177034753', 'indices': [3, 17]}, {'screen_name': 'BarakRavid', 'name': 'Barak Ravid', 'id': 302971361, 'id_str': '302971361', 'indices': [67, 78]}]",
Fri Jun 18 18:16:50 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1/5 Canada’s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion. https://t.co/ienLyI1bkR,0.25,0.41111111111111115,en,37.0,27.0,Cindy,WatWatSpin,234,320,[],"[{'screen_name': 'GovCanHealth', 'name': 'Health Canada and PHAC', 'id': 36375825, 'id_str': '36375825', 'indices': [3, 16]}]",Platform 9¾
Fri Jun 18 18:17:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","See how our African Brother Hits Back to an unworthy Chinese Virus !!! 🦇

https://t.co/VMIhInMv5y

#Chinese
#takeUsBackToChina
#FireFauci #Taiwan #COVID19 #Covid19SA #HongKong #Covid_19 #COVID #Xingping #WuhanLabLeak #PUBG #EUROS2020 #Biden #ChinaGlobalThreat #Africa #Kenya",0.0,0.0,en,2.0,2.0,Asif Khan,AsifKha94399341,35,28,"[{'text': 'Chinese', 'indices': [118, 126]}]","[{'screen_name': 'prakashshashi', 'name': 'Shashi Prakash Singh', 'id': 89627832, 'id_str': '89627832', 'indices': [3, 17]}]",
Fri Jun 18 18:17:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.23645833333333335,0.3375,en,872.0,490.0,Redi Tlhabi,RediTlhabi,569874,2008,"[{'text': 'COVID19', 'indices': [101, 109]}]","[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]","Johannesburg, South Africa"
Fri Jun 18 18:17:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Your questions on vaccines and breastfeeding, menstruation etc answered @MoHFW_INDIA @MinofHealthUG @CEPIvaccines @GaviSeth @trevormundel @IAVI @IVACtweets @EU_Health @ICMRDELHI @MRCza @ProfAbdoolKarim @EvaUNICEF",0.0,0.0,en,55.0,29.0,gowri_s,SGowri07,167,392,[],"[{'screen_name': 'doctorsoumya', 'name': 'Soumya Swaminathan', 'id': 2855536962, 'id_str': '2855536962', 'indices': [3, 16]}, {'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [90, 102]}, {'screen_name': 'MinofHealthUG', 'name': 'Ministry of Health- Uganda', 'id': 2882328382, 'id_str': '2882328382', 'indices': [103, 117]}, {'screen_name': 'CEPIvaccines', 'name': 'CEPI', 'id': 784351656355897344, 'id_str': '784351656355897344', 'indices': [118, 131]}]",
Fri Jun 18 18:17:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,31.0,12.0,Michael Brown,teavangelize,588,2275,"[{'text': 'COVID19', 'indices': [27, 35]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [66, 73]}]","California, USA"
Fri Jun 18 18:17:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.23645833333333335,0.3375,en,872.0,491.0,"Tech. R&D, Kenya",TRDKenya,328,1049,"[{'text': 'COVID19', 'indices': [101, 109]}]","[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]","Nairobi, Kenya"
Fri Jun 18 18:17:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,77.0,81.0,Dr. Jackie Turvey Tait 💙,jaxturvey,152,1029,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [3, 15]}]",
Fri Jun 18 18:17:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@DrTedros ""In Africa, #COVID19 cases have increased by 52% just in the past week, and deaths have increased by 32%. And we expect things to only get worse""-@DrTedros 

https://t.co/kxBLVxxLcO",-0.21666666666666667,0.6166666666666667,en,51.0,29.0,Emma Lewis,Petchary,16127,17488,"[{'text': 'COVID19', 'indices': [31, 39]}]","[{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [9, 18]}]","Kingston, Jamaica"
Fri Jun 18 18:17:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181817,0.5022727272727273,en,8.0,3.0,Colin T,cj249colin,409,1725,[],"[{'screen_name': 'Artemis2030', 'name': 'Artemis 2030 🇦🇺', 'id': 1327857595558756352, 'id_str': '1327857595558756352', 'indices': [3, 15]}]",
Fri Jun 18 18:17:41 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1/5 Canada’s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion. https://t.co/ienLyI1bkR,0.25,0.41111111111111115,en,39.0,28.0,Carman Yan 殷有志,carman_yan,249,1283,[],"[{'screen_name': 'GovCanHealth', 'name': 'Health Canada and PHAC', 'id': 36375825, 'id_str': '36375825', 'indices': [3, 16]}]","Toronto, Ontario"
Fri Jun 18 18:17:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,Centre Stage Media Arts Foundation Zimbabwe,CentreCsma,109,144,"[{'text': 'COVID19', 'indices': [4, 12]}, {'text': 'ThirdWave', 'indices': [13, 23]}, {'text': 'Africa', 'indices': [58, 65]}]",[],"Bulawayo, Zimbabwe"
Fri Jun 18 18:18:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,J. Shawa  جاسم الشوا,shawajason,13006,886,[],[],"Gaza, Palestine"
Fri Jun 18 18:18:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar",0.0,0.0,en,10.0,3.0,Mario Canseco,mario_canseco,7922,4651,[],"[{'screen_name': 'joannachiu', 'name': 'Joanna Chiu', 'id': 98077302, 'id_str': '98077302', 'indices': [3, 14]}]","Vancouver, BC"
Fri Jun 18 18:18:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,YaienK,aws9092,24,26,[],"[{'screen_name': 'OligarchyNow', 'name': 'Jörn P.', 'id': 59562748, 'id_str': '59562748', 'indices': [0, 13]}, {'screen_name': 'yochayz', 'name': 'Joha', 'id': 49403061, 'id_str': '49403061', 'indices': [14, 22]}, {'screen_name': 'MuhammadSmiry', 'name': 'Muhammad Smiry', 'id': 226350647, 'id_str': '226350647', 'indices': [23, 37]}]",
Fri Jun 18 18:18:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,556.0,620.0,Sathish Kumar,sathish100181,176,299,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]",
Fri Jun 18 18:18:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,243.0,114.0,イルカショーをボイコットをしよう,CHEYNESue,4170,5000,[],"[{'screen_name': 'globalhlthtwit', 'name': 'Anthony Costello', 'id': 83440337, 'id_str': '83440337', 'indices': [3, 18]}]",Liverpool
Fri Jun 18 18:18:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Waiting for the Israeli asshole of a journalist @BarakRavid to tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians and making the covid19 crises far worse, leading to more Palestinian deaths. This is Israel.",-0.125,0.725,en,18.0,13.0,DK Large,DKLarge2,784,2192,[],"[{'screen_name': 'itranslate123', 'name': 'Refaat🇵🇸', 'id': 1267418873177034753, 'id_str': '1267418873177034753', 'indices': [3, 17]}, {'screen_name': 'BarakRavid', 'name': 'Barak Ravid', 'id': 302971361, 'id_str': '302971361', 'indices': [67, 78]}]",Sri Lanka
Fri Jun 18 18:18:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,1.0,1.0,Tatsunoko forever 🐉,BlackIrisJ,98,978,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Your Mom's Bed
Fri Jun 18 18:18:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,David Howe,dwhcarlisle,43,284,[],[],"Carlisle, England"
Fri Jun 18 18:18:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,33.0,13.0,عز هذيل احمد الندوي,7I00l7,79,614,"[{'text': 'COVID19', 'indices': [27, 35]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [66, 73]}]",
